scorer,,,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson,KSwanson
labeled-data,2021-08-22_IMG_0214,img127.png,860.0584288801837,306.3989165180111,887.9100623511035,427.3545818774347,,,740.694285433384,432.92490857161874,733.5324368265761,497.3815460328905,738.3070025644481,530.8035061979945,786.8484208994798,334.250549988931,790.0314647247279,434.5164304842427,833.0025563655757,494.19850220764255,852.1008193170637,523.6416575911865,,,651.5690583264403,444.86132291629866,593.4785085156645,487.03665360083454,586.3166599088566,514.8882870717545,610.9852495545285,337.433593814179,618.1470981613365,437.6994743094907,623.7174248555204,505.3391555960105,635.6538392002004,530.0077452416824
labeled-data,2021-08-22_IMG_0214,img156.png,957.9370265065593,300.82858982382714,974.6480065891112,429.7418647463707,887.1143013947915,421.7842551832507,946.0006121618792,486.24089264452255,967.4861579823032,514.8882870717545,881.5439747006075,327.088701382123,841.7559268850076,423.3757770958747,847.3262535791915,492.6069802950185,849.7135364481276,530.0077452416824,,,,,,,739.1027635207599,500.5645898581385,754.2222216906878,524.4374185474984,706.476564311968,338.229354770491,704.885042399344,439.2909962221147,659.5266678895601,494.99426316395454,645.2029706759442,527.6204623727465
labeled-data,2021-08-22_IMG_0214,img163.png,983.4013771085431,290.4836973917711,1008.0699667542151,428.9461037900587,,,914.1701739093994,419.3969723143148,951.5709388560631,482.2620878629626,967.4861579823032,517.2755699406905,885.5227794821674,338.22935477049094,851.3050583607516,425.7630599648106,851.3050583607516,500.5645898581385,853.6923412296876,529.2119842853704,,,,,745.4688511712559,496.58578507657853,758.9967874285599,528.4162233290584,724.779066307144,341.412398595739,757.4052655159359,436.90371335317866,720.004500569272,497.3815460328905,720.8002615255839,528.4162233290584
labeled-data,2021-08-22_IMG_0214,img178.png,1030.3512735309507,284.91337069758714,1065.364755608679,456.00197630466664,,,,,,,970.6692018075512,518.0713308970026,946.7963731181912,330.271745207371,913.3744129530874,423.37577709587475,970.6692018075512,479.8748049940266,949.9794169434392,520.4586137659386,,,774.9120065547997,441.6782790910507,751.0391778654398,502.15611177076255,755.0179826469998,526.0289404601225,783.6653770742316,337.433593814179,822.6576639335196,432.1291476153067,845.7347316665675,500.56458985813856,862.4457117491195,522.0501356785625
labeled-data,2021-08-22_IMG_0214,img196.png,1094.8079109922228,290.48369739177116,1119.4765006378948,506.13491655232247,,,971.4649627638632,421.78425518325076,964.3031141570552,488.62817551345853,972.2607237201752,518.8670918533145,1012.8445324920871,327.088701382123,1013.6402934483991,420.19273327062683,1059.7944289144948,481.4663269066506,1077.301169953359,517.2755699406905,,,880.7482137442955,442.4740400473627,,,,,839.3686440160716,328.680223294747,849.7135364481276,428.94610379005866,852.1008193170635,504.5433946396985,868.0160384433035,528.4162233290584
labeled-data,2021-08-22_IMG_0214,img205.png,1125.8425882883907,287.3006535665232,1149.7154169777507,512.5010042028184,,,,,1007.274205797903,486.24089264452255,977.0352894580471,514.8882870717545,1043.879209788255,323.10989660056305,1034.330078312511,419.39697231431467,1062.181711783431,489.4239364697705,1078.0969309096708,519.6628528096264,,,933.2684368608873,432.1291476153067,931.6769149482634,490.2196974260826,942.8175683366312,513.2967651591305,861.6499507928075,330.271745207371,864.8329946180555,439.2909962221147,859.2626679238715,506.9306775086345,867.2202774869916,529.2119842853705
labeled-data,2021-08-22_IMG_0214,img224.png,1183.1373771428543,284.11760974127503,1206.2144448759022,506.1349165523224,,,1105.9485643805906,417.0096894453786,1164.8348751476783,471.9171954309065,1183.9331380991664,503.7476336833864,1095.6036719485346,323.10989660056293,1066.1605165649908,417.8054504016907,1068.5477994339267,494.19850220764243,1079.6884528222947,517.2755699406904,,,,,957.937026506559,494.99426316395443,974.648006589111,521.2543747222503,930.8811539919511,323.10989660056293,914.1701739093992,434.5164304842426,879.9524527879832,498.9730679455144,869.6075603559273,530.0077452416823
labeled-data,2021-08-22_IMG_0214,img241.png,1242.819448866254,279.34304400340307,1300.114237720718,510.90948229019443,,,1154.4899827156223,402.6859922317627,1176.7712894923584,485.44513168821044,1188.7077038370383,514.0925261154424,1156.8772655845582,323.109896600563,1090.0333452543505,412.2351237075068,1107.5400862932145,487.0366536008345,1086.0545404727904,518.0713308970024,,,978.6268113706709,427.35458187743467,961.915831288119,497.38154603289047,976.239528501735,521.2543747222503,972.260723720175,321.51837468793894,1014.4360544047108,416.2139284890667,1018.4148591862709,492.6069802950185,1031.9427954435748,519.6628528096264
labeled-data,2021-08-22_IMG_0214,img253.png,1275.445648075046,277.75152209077913,1324.7828273663895,512.5010042028183,,,,,1177.5670504486702,487.8324145571464,1186.3204209681023,517.2755699406903,1196.665313400158,310.377721299571,1151.3069388903743,416.2139284890667,1222.9254249584542,469.5299125619705,1215.7635763516462,514.8882870717543,,,996.1335524095349,428.9461037900586,965.894636069679,493.40274125133044,974.648006589111,522.8458966348743,1008.8657277105268,317.539569906379,1042.2876878756308,422.58001613956264,1065.364755608679,495.79002412026637,1080.4842137786065,518.0713308970023
labeled-data,2021-08-22_IMG_0214,img272.png,1344.6768512741896,282.52608782865116,1401.1758791723414,502.1561117707624,,,,,1186.3204209681023,482.2620878629625,1187.1161819244144,518.0713308970023,1249.18553651675,307.19467747432304,1252.368580341998,419.39697231431467,1288.97358433235,482.2620878629624,1306.4803253712137,514.8882870717543,,,1109.1316082058386,431.33338665899464,,,,,1064.5689946523667,316.74380895006703,1066.9562775213028,421.78425518325065,1065.3647556086787,494.99426316395443,1085.2587795164786,520.4586137659383
labeled-data,2021-08-22_IMG_0214,img286.png,1379.6903333519176,278.54728304709124,1422.6614249927654,509.31796037757033,,,1246.002492691502,423.3757770958747,1305.6845644149018,463.95958586778653,1260.326189905118,501.3603508144504,1292.1566281575979,313.5607651248191,1275.445648075046,411.4393627511947,1296.93119389547,484.64937073189844,1308.071847283838,518.0713308970023,,,1156.8772655845585,424.9672990084986,1164.8348751476783,489.4239364697704,1184.7288990554785,510.9094822901943,1105.9485643805906,310.37772129957114,1086.8503014291027,421.7842551832507,1074.1181261281108,492.6069802950184,1087.6460623854148,524.4374185474983
labeled-data,2021-08-22_IMG_0214,img297.png,1414.7038154296451,276.16000017815526,1464.0409947209891,508.52219942125834,,,,,1389.2394648276613,467.1426296930345,1417.0910982985813,498.1773069892024,1327.1701102353256,315.9480479937551,1290.5651062449738,415.41816753275475,1299.3184767644057,482.26208786296246,1309.6633691964616,515.6840480280663,,,,,1167.2221580166142,485.44513168821044,1193.4822695749103,516.4798089843783,1136.9832416767586,317.5395699063791,1103.5612815116547,431.33338665899464,1081.2799747349188,494.1985022076424,1087.6460623854146,521.2543747222503
labeled-data,2021-08-22_IMG_0218,img012.png,1357.8865533816834,272.42207792207796,1348.3992874009111,459.32121774329573,1435.84691325421,298.6868247951639,1439.8415515619038,392.16136119519587,1407.0855174388157,466.46163371829823,1391.9058918695796,502.4133784875413,,,,,1507.7504027926961,460.0702124259883,1515.7396794080837,493.62517421061517,1639.5734669465874,297.08896947208643,1632.3831179927388,393.7592165182733,1627.5895520235065,464.06485073368196,1614.007781777348,497.6198125183089,,,1560.4796284542526,407.3409867644318,1594.0345902388794,447.28736984136856,1596.431373223496,492.8262465490765
labeled-data,2021-08-22_IMG_0218,img014.png,1345.7954967705507,265.73482577986965,1339.8304776428904,455.1241830830853,1431.542646730668,307.489959673492,1436.016411076413,404.42152049797244,1406.1913154381116,468.54547612032104,1395.752531964706,500.60745393149534,,,,,1489.7015832253562,455.8698104740429,1502.3772488716343,500.60745393149534,1624.6601409886712,300.7793131548741,1628.388277943459,406.6584026708451,1629.879532725374,473.0192404660663,1617.2038670790957,498.3705717586227,,,,,1572.4662236216434,456.6154378650004,1568.7380866668557,489.4230430671322
labeled-data,2021-08-22_IMG_0218,img044.png,1246.6270537731978,273.9367270804026,1225.0038594354291,439.4660078729769,1327.1548119966124,318.6743705378551,1388.2962580551307,396.965246588397,1391.278767618961,468.54547612032104,1392.770022400876,503.58996349532555,,,1320.4441654779944,391.7458548516943,1268.995875501924,464.07171177457576,1253.3377002918157,498.37057175862276,1530.7110897280213,303.01619532774674,1516.5441692998281,406.6584026708451,1563.5186949301533,460.3435748197881,1565.7555771030259,493.1511800219199,,,,,1513.5616597359979,461.8348296017032,1487.4647010524839,491.6599252400049
labeled-data,2021-08-22_IMG_0218,img053.png,1213.819448571066,269.4629627346573,1214.5650759620235,433.5009887453166,1301.0578533130983,311.9637240192372,1367.4186911083198,391.0002274607367,1361.4536719806592,466.30859394744846,1387.5506306641732,500.60745393149546,,,1298.075343749268,392.4914822426518,1267.504620720009,462.58045699266074,1252.592072900858,499.8618265405379,1488.2103284434415,297.7968035910439,1440.4901754221587,388.76334528786407,1454.6570958503519,462.5804569926608,1441.2358028131164,500.60745393149546,,,1494.1753475711018,405.16714788893,1508.342267999295,464.81733916553344,1491.1928380072718,494.6424348038351
labeled-data,2021-08-22_IMG_0218,img061.png,1195.9243911880849,266.48045317082716,1182.5030981508492,443.9397722187222,1270.4871302838392,307.48995967349197,1319.698538087037,397.7108739793546,1272.7240124567118,461.0892022107457,1312.2422641774615,492.4055526309625,,,,,1261.5396015923486,467.7998487293636,1245.8814263822403,502.84433610436804,1461.3677423689699,305.9987048915769,1419.6126084753475,393.98273702456686,1392.0243950099184,461.0892022107457,1365.181808935447,489.4230430671323,,,1481.4996819248238,409.64091223467517,1506.1053858264227,464.8173391655334,1489.7015832253564,493.15118002192
labeled-data,2021-08-22_IMG_0218,img081.png,1124.3441616561608,282.1386283809355,1106.4491042731797,478.9842595937267,1181.7574707598915,308.981214455407,1185.4856077146792,409.6409122346753,1150.4411203396749,466.30859394744846,1137.7654546933966,498.37057175862276,,,,,1256.3202098556458,463.3260843836183,1248.8639359460703,502.84433610436804,1392.0243950099184,305.99870489157684,1385.3137484913007,412.62342179850543,1374.8749650178952,479.7298869846842,1352.506143289169,500.6074539314954,,,,,1446.4551945498192,453.63292830117024,1462.858997150885,484.2036513304295
labeled-data,2021-08-22_IMG_0218,img093.png,1083.334655153496,280.64737359902045,1077.3696360258357,455.8698104740429,1140.7479642572268,311.96372401923725,1163.8624133769106,406.658402670845,1146.7129833848871,462.58045699266074,1136.2741999114814,498.37057175862276,,,,,1215.310703352981,465.5629665564909,1246.6270537731978,490.16867045808976,1336.8479680790604,303.0161953277467,1359.2167898077867,405.9127752798875,1367.4186911083195,473.76486785702383,1354.7430254620415,503.58996349532555,,,,,1288.3821876668203,467.05422133840597,1264.5221111561789,495.3880621947926
labeled-data,2021-08-22_IMG_0218,img127.png,980.4380752013553,297.0511762000864,997.5875051933788,461.0892022107456,1044.562030823704,333.5869183570059,1105.7034768822223,391.0002274607367,1116.8878877465854,465.5629665564909,1133.2916903476514,493.15118002191997,,,1066.1852251614725,405.9127752798875,1032.6319925683833,464.0717117745758,1022.1932090949776,502.0987087134105,1221.2757224806414,314.20060619210983,1172.0643146774437,393.9827370245668,1195.9243911880849,472.27361307510876,1182.5030981508492,502.0987087134105,,,1231.7145059540471,409.6409122346752,1239.1707798636226,476.74737742085404,1225.0038594354291,496.1336895857501
labeled-data,2021-08-22_IMG_0218,img138.png,954.3411165178413,291.086157072426,965.5255273822045,442.4485174368071,1013.9913077944447,326.1306444474305,1043.8164034327465,414.11467658042045,1002.8068969300815,466.30859394744846,1028.9038556135956,502.0987087134105,,,,,,,,,1180.2662159779766,313.45497880115227,1148.204238166802,400.69338354318467,1131.8004355657363,469.2911035112786,1110.1772412279677,491.6599252400049,,,1213.819448571066,411.87779440754787,1236.9338976907497,473.7648678570239,1223.512604653514,497.6249443676652
labeled-data,2021-08-22_IMG_0218,img154.png,900.6559443688982,300.03368576391654,899.1646895869832,433.5009887453166,947.6304699992234,329.8587814022182,949.867352172096,409.64091223467517,918.5510017518793,470.0367309022362,901.4015717598558,506.5724730591557,,,1027.4126008316805,408.8952848437177,1028.9038556135956,470.78235829319374,1021.4475817040201,505.8268456681982,1122.1072794832883,314.94623358306734,1121.3616520923308,414.11467658042045,1122.852906874246,473.7648678570239,1107.1947316641374,496.1336895857501,,,,,1189.9593720604246,455.1241830830853,1193.6875090152123,487.9317882852172
labeled-data,2021-08-22_IMG_0218,img162.png,876.7958678582568,302.2705679367892,871.5764761215542,423.062205271911,920.0422565337944,334.3325457479634,928.9897852252848,421.5709504899959,911.0947278423039,480.47551437564175,901.4015717598558,505.8268456681982,,,,,1003.5525243210391,467.05422133840597,1025.175718658808,502.844336104368,1075.1327538529633,317.18311575594,1107.1947316641374,413.36904918946294,1120.6160247013731,474.5104952479814,1104.9578494912648,496.8793169767076,,,,,1099.738457754562,467.05422133840597,1093.7734386269017,491.6599252400049
labeled-data,2021-08-22_IMG_0218,img191.png,774.6449152970736,298.54243098200146,768.6798961694133,399.20212876126965,835.0407339646345,333.5869183570059,884.9977691587898,411.8777944075478,898.4190621960257,479.7298869846842,900.6559443688982,511.79186479585854,,,846.2251448289977,417.0971861442507,814.1631670178233,465.5629665564909,802.2331287625027,503.58996349532555,994.6049956295485,320.9112527107277,967.0167821641195,413.36904918946294,1009.5175434486994,463.3260843836183,1014.7369351854022,496.8793169767077,,,,,,,996.8418778024212,502.0987087134105
labeled-data,2021-08-22_IMG_0218,img197.png,754.51297574122,298.54243098200146,751.5304661773898,400.6933835431847,809.6894026720781,336.5694279208361,858.1551830843183,407.4040300618026,855.1726735204882,478.9842595937266,885.7433965497473,501.35308132245285,,,,,809.6894026720781,469.2911035112786,802.2331287625027,502.0987087134105,971.4905465098648,330.60440879317576,925.2616482704971,406.6584026708451,939.4285686986905,478.2386322027691,924.5160208795396,504.33559088628306,,,992.3681134566759,420.82532309903837,1010.2631708396569,480.47551437564175,1001.3156421481665,500.60745393149534
labeled-data,2021-08-22_IMG_0218,img211.png,699.3365488103618,293.3230392452986,675.4764722997204,402.9302657160573,747.0567018316445,329.85878140221826,758.9867400869653,418.58844092616573,712.0122144566401,467.7998487293635,694.8627844646165,490.91429784904733,,,,,801.487501371545,469.2911035112786,799.99624658963,500.60745393149534,907.3665908875162,329.8587814022182,892.4540430683653,421.5709504899958,888.7259061135776,481.22114176659926,867.1027117758088,504.33559088628306,,,949.1217247811385,430.5184791814864,989.3856038928457,473.0192404660663,997.5875051933787,502.844336104368
labeled-data,2021-08-22_IMG_0218,img229.png,623.2825549326926,303.7618227187042,583.0186758209852,427.5359696176562,673.2395901268478,335.8238005298785,690.3890201188714,413.36904918946294,684.424000991211,473.76486785702383,676.222099690678,505.08121827724057,,,,,709.7753322837674,472.2736130751087,747.8023292226021,481.96676915755677,804.4700109353754,325.3850170564729,845.4795174380401,416.35155875329303,875.3046130763419,476.747377420854,868.5939665577239,507.3181004501132,,,,,788.0662083343094,471.5279856841512,770.1711509513284,491.65992524000484
labeled-data,2021-08-22_IMG_0218,img243.png,568.1061280018345,300.77931315487405,542.754796709278,464.8173391655333,614.3350262412021,332.0956635750908,660.5639244805698,403.6758931070149,676.2220996906781,471.5279856841512,676.9677270816358,505.08121827724057,,,632.9757110151406,420.8253230990383,585.255557993858,467.7998487293635,569.5973827837495,496.87931697670757,764.2061318236681,330.60440879317576,758.2411126960078,426.7903422266986,808.1981478901631,470.03673090223606,820.1281861454838,496.13368958575006,,,,,759.7323674779229,476.747377420854,745.5654470497295,501.35308132245285
labeled-data,2021-08-22_IMG_0218,img269.png,434.6388250204344,296.3055488091287,444.33198110288254,454.3785556921277,479.376468477887,332.0956635750907,480.12209586884455,418.5884409261656,450.29700023054284,469.2911035112785,430.16506067468913,501.35308132245285,,,,,564.3779910470469,470.7823582931937,565.8692458289619,503.5899634953255,635.9582205789709,330.60440879317565,626.2650644965229,419.3340683171232,632.2300836241832,482.7123965485143,609.1156345044993,502.09870871341036,,,,,688.1521379459989,464.8173391655332,697.8452940284469,495.3880621947925
labeled-data,2021-08-22_IMG_0218,img279.png,389.15555417202427,300.77931315487393,375.73426113478854,446.17665439159475,426.4369237199014,329.8587814022181,451.78825501245785,416.35155875329303,436.13007980234954,478.23863220276905,427.9281785018165,505.08121827724057,,,512.9297010709764,423.80783266286846,490.56087934225013,475.25612263893885,524.859739326297,487.93178828521707,569.5973827837495,325.38501705647286,600.9137332039664,420.8253230990383,625.5194371055653,482.7123965485143,615.0806536321597,502.09870871341036,,,,,553.1935801826837,470.7823582931936,531.570385844915,492.40555263096235
labeled-data,2021-08-22_IMG_0218,img289.png,334.7247546321238,299.28805837295886,336.96163680499643,428.28159700861374,379.46239808957637,336.569427920836,422.7087867651138,412.6234217985053,430.1650606746892,476.747377420854,429.41943328373173,504.33559088628306,,,,,364.5498502704255,458.1066926469154,345.1635381055294,487.18616089425956,522.6228571534245,326.87627183838794,553.9392075736414,424.55346005382603,596.4399688582212,473.7648678570238,612.0981440683297,501.3530813224529,,,,,512.9297010709765,476.0017500298964,498.7627806427832,498.3705717586227
labeled-data,2021-08-22_IMG_0218,img293.png,317.5753246401003,299.28805837295886,315.3384424672277,413.3690491894629,368.2779872252132,343.28007443945387,412.27000329170824,411.8777944075478,422.7087867651138,472.2736130751087,424.2000415470289,505.0812182772406,,,381.699280262449,416.35155875329303,333.2334998502087,461.8348296017031,313.84718768531263,493.8968074128775,514.4209558528916,333.5869183570058,509.94719150714633,426.7903422266986,556.9217171374714,467.0542213384059,573.3255197385374,497.6249443676652,,,,,510.69281889810384,474.51049524798134,497.2715258608681,502.0987087134104
labeled-data,2021-08-22_IMG_0236,img011.png,1271.9197704680755,284.97082893103305,1241.7869555890613,503.037252397584,1362.3182151051185,309.5528621218079,1392.451029984133,401.5372443840621,1380.5564977950482,476.8692815815979,1371.0408720437806,509.38100289842913,,,,,1306.8103982227235,455.4591236412456,1299.673678909273,497.48647070934453,1548.665886067444,302.41614280835716,1577.2127633212472,415.017714198358,1593.07213957336,480.8341256446261,1585.935420259909,510.17397171103477,,,1523.2908840640634,414.2247453857524,1523.2908840640634,483.213032082443,,
labeled-data,2021-08-22_IMG_0236,img018.png,1260.0252382789909,283.3848913058218,1222.7557040865258,507.0020964606122,1352.0096205412453,315.89661262265304,1382.1424354202595,409.4669325101185,1382.9354042328653,482.4200632698374,1373.4197784815974,510.9669405236404,,,1336.943213101738,409.46693251011857,1278.2635209689206,468.1466246429359,1259.2322694663853,498.27943952195017,1539.1502603161762,311.93176855962486,1572.4549504456131,418.18958944878057,1590.6932331355429,483.213032082443,1589.9002643229373,510.17397171103477,,,1520.119008813641,415.017714198358,1520.119008813641,477.6622503942035,,
labeled-data,2021-08-22_IMG_0236,img051.png,1192.6228892075117,275.45520317976536,1149.802573326807,494.31459545892193,1278.2635209689208,313.5177061848361,1330.599462600893,404.70911963448464,1299.6736789092731,472.111468705964,1331.3924314134988,514.9317845866685,,,,,1262.4041447168079,472.90443751856964,1251.302581340329,509.3810028984291,1459.8533790556123,315.896612622653,1422.5838448631473,413.43177657314664,1401.9666557354008,480.83412564462606,1375.7986849194144,505.4161588354009,,,1483.6424434337814,418.1895894487805,1511.396351874979,478.45521920680915,,
labeled-data,2021-08-22_IMG_0236,img058.png,1178.3494505806102,282.5919224932161,1122.0486648856097,483.21303208244296,1254.4744565907517,315.10364381004734,1283.0213338445546,408.6739636975128,1231.478361025188,457.8380300790625,1244.1658620268784,510.1739717110347,,,,,,,,,1445.5799404287109,311.13879974701916,1415.4471255496965,411.84583894793536,1399.5877492975837,476.8692815815979,1377.384622544626,507.7950652732178,,,1477.2986929329363,414.22474538575227,1511.396351874979,474.49037514378097,,
labeled-data,2021-08-22_IMG_0236,img079.png,1126.8064777612435,287.3497353688499,1063.3689727527924,502.24428358497823,1192.6228892075117,311.1387997470191,1196.58773327054,415.0177141983579,1168.8338248293426,480.04115683202036,1152.9744485772296,507.0020964606121,,,1257.6463318411743,404.7091196344846,1259.2322694663853,472.9044375185696,1255.2674254033573,510.17397171103465,1391.6580611715272,307.96692449659656,1392.451029984133,415.81068301096354,1390.8650923589216,484.79896970765424,1372.6268096689919,510.17397171103465,,,,,1433.6854082396262,466.5606870177245,1453.509628554767,499.8653771471613
labeled-data,2021-08-22_IMG_0236,img092.png,1099.8455381326519,292.1075482444838,1076.8494425670883,501.4513147723726,1169.626793641948,312.7247373722304,1183.9002322688498,411.84583894793536,1167.2478872041315,484.0060008950486,1152.181479764624,512.5528781488516,,,,,1219.5838288361033,472.11146870596394,1250.5096125277234,507.7950652732177,1344.8729012277945,305.58801805877965,1374.2127472942032,412.638807760541,1388.4861859211046,485.5919385202599,1380.5564977950485,510.17397171103465,,,,,1296.5018036588506,476.86928158159776,1273.505708093287,494.3145954589219
labeled-data,2021-08-22_IMG_0236,img099.png,1091.1228811939898,289.7286418066668,1070.5056920662432,504.6231900227952,1152.181479764624,313.517706184836,1179.1424193932157,405.5020884470902,1165.66194957892,475.2833439563865,1155.3533550150466,508.5880340858234,,,1209.2752342722301,412.638807760541,,,1195.0017956453287,496.6935018967388,1330.599462600893,304.795049246174,1365.4900903555413,412.63880776054094,1389.2791547337104,484.00600089504854,1374.2127472942032,508.5880340858234,,,,,1287.7791467201885,480.834125644626,1264.783051154625,504.6231900227952
labeled-data,2021-08-22_IMG_0236,img112.png,1065.7478791906094,293.69348586969505,1063.3689727527924,503.0372523975839,1128.3924153864548,319.0684878730755,1164.0760119537085,411.84583894793536,1161.6971055158917,480.834125644626,1154.560386202441,511.7599093362459,,,,,1091.9158500065955,464.1817805799076,1072.88459850406,499.0724083345557,1302.05258534709,311.1387997470191,1342.4939947899775,415.81068301096354,1380.5564977950482,482.42006326983727,1380.5564977950485,513.3458469614573,,,,,1276.6775833437096,479.2481880194147,1258.4393006537798,507.79506527321774
labeled-data,2021-08-22_IMG_0236,img120.png,1049.095534125891,296.07239230751196,1043.5447524376514,509.38100289842896,1110.1541326965253,320.65442549828674,1153.7674173898354,409.4669325101184,1159.3181990780747,483.21303208244285,1153.7674173898354,510.96694052364023,,,,,1078.4353801922996,472.11146870596394,1065.7478791906092,509.38100289842896,1277.4705521563149,311.93176855962474,1312.361179910963,422.15443351180863,1355.9744646042734,479.24818801941467,1367.0760279807523,508.5880340858233,,,,,1279.0564897815264,481.6270944572316,1261.6111759042024,508.5880340858233
